pid,fid18,tb4_a18_f,tb4_a18_m
410533103,410533,高中,小学
410534102,410534,不适用,不适用
410534101,410534,不适用,不适用
410535581,410535,不适用,不适用
410535102,410535,不适用,文盲/半文盲
410535101,410535,不适用,文盲/半文盲
410537601,410537,初中,初中
410537551,410537,不适用,不适用
410537104,410537,小学,文盲/半文盲
410537101,410537,文盲/半文盲,文盲/半文盲
410537102,410537,不适用,不适用
410539106,410539,初中,小学
410539107,410539,初中,小学
410539105,410539,初中,小学
410539102,410539,不适用,不适用
410539101,410539,不适用,文盲/半文盲
410539104,410539,不适用,文盲/半文盲
410539103,410539,初中,文盲/半文盲
410541106,410541,大学本科,小学
410541107,410541,大学本科,小学
410541105,410541,大学本科,小学
410541104,410541,初中,文盲/半文盲
410541101,410541,小学,文盲/半文盲
410541102,410541,不适用,不适用
410541103,410541,不适用,不适用
410542601,410542,大专,大专
410542551,410542,不适用,不适用
410542104,410542,小学,文盲/半文盲
410542101,410542,不适用,文盲/半文盲
410542103,410542,不适用,文盲/半文盲
410542102,410542,不适用,不适用
410543106,410543,高中,初中
410543105,410543,高中,初中
410543104,410543,不适用,不适用
410543103,410543,小学,文盲/半文盲
410543101,410543,不适用,不适用
410543102,410543,不适用,不适用
410544103,410544,不适用,不适用
410544101,410544,小学,不适用
410545102,410545,不适用,不适用
410545101,410545,不适用,不适用
410546105,410546,初中,小学
410546102,410546,小学,不适用
410546101,410546,小学,文盲/半文盲
410547602,410547,初中,高中
410547601,410547,不适用,不适用
410547103,410547,小学,文盲/半文盲
410547102,410547,不适用,文盲/半文盲
410547101,410547,不适用,不适用
410548103,410548,高中,初中
410548104,410548,高中,初中
410548102,410548,不适用,文盲/半文盲
410549551,410549,初中,初中
410549104,410549,不适用,不适用
410549103,410549,初中,初中
410549102,410549,不适用,文盲/半文盲
410549101,410549,文盲/半文盲,不适用
410550103,410550,初中,初中
410550104,410550,初中,初中
410550102,410550,不适用,文盲/半文盲
410550101,410550,高中,初中
410551103,410551,小学,文盲/半文盲
410551102,410551,不适用,不适用
410551101,410551,不适用,不适用
410552105,410552,小学,初中
410552106,410552,小学,初中
410552601,410552,小学,初中
410552102,410552,文盲/半文盲,高中
410552101,410552,初中,文盲/半文盲
410552104,410552,小学,文盲/半文盲
410553401,410553,小学,高中
410553551,410553,小学,高中
410553104,410553,小学,文盲/半文盲
410553601,410553,不适用,不适用
410553102,410553,初中,文盲/半文盲
410553101,410553,不知道,不知道
410553103,410553,小学,文盲/半文盲
410553105,410553,文盲/半文盲,初中
410554105,410554,初中,初中
410554106,410554,初中,初中
410554401,410554,初中,初中
410554107,410554,初中,初中
410554102,410554,不适用,不适用
410554101,410554,不适用,不适用
410554103,410554,初中,初中
410554104,410554,小学,小学
410556102,410556,不适用,不适用
410556101,410556,不适用,不适用
410558103,410558,小学,文盲/半文盲
410558102,410558,文盲/半文盲,不适用
410558101,410558,文盲/半文盲,文盲/半文盲
410559105,410559,初中,初中
410559104,410559,初中,初中
410559101,410559,不适用,文盲/半文盲
410559102,410559,不适用,不适用
410561104,410561,小学,小学
410561103,410561,小学,小学
410562104,410562,小学,初中
410562103,410562,小学,初中
410562102,410562,不适用,不适用
410562101,410562,文盲/半文盲,文盲/半文盲
410564104,410564,小学,小学
410564103,410564,小学,小学
410564102,410564,初中,小学
410564101,410564,初中,小学
410565104,410565,文盲/半文盲,文盲/半文盲
410565551,410565,不适用,不适用
410565601,410565,不适用,不适用
410565103,410565,文盲/半文盲,文盲/半文盲
410565102,410565,不适用,文盲/半文盲
410565101,410565,高中,文盲/半文盲
410566401,410566,初中,初中
410566101,410566,小学,文盲/半文盲
410566105,410566,不适用,不适用
410566104,410566,小学,文盲/半文盲
410566103,410566,不适用,不适用
410566102,410566,不适用,不适用
410567103,410567,初中,文盲/半文盲
410567102,410567,小学,文盲/半文盲
410567101,410567,不适用,不适用
410568108,410568,文盲/半文盲,文盲/半文盲
410568103,410568,不适用,文盲/半文盲
410568102,410568,不适用,文盲/半文盲
410568105,410568,不适用,不适用
410569105,410569,初中,小学
410569106,410569,初中,小学
410569107,410569,初中,小学
410569104,410569,初中,小学
410569102,410569,不知道,不适用
410569103,410569,文盲/半文盲,文盲/半文盲
410569101,410569,不适用,文盲/半文盲
410570105,410570,初中,初中
410570401,410570,初中,初中
410570102,410570,不知道,不适用
410570101,410570,不适用,文盲/半文盲
410570104,410570,不适用,不适用
410571552,410571,高中,高中
410571105,410571,初中,小学
410571101,410571,不适用,不适用
410571551,410571,不适用,不适用
410571104,410571,初中,小学
410571103,410571,不适用,不适用
410571102,410571,文盲/半文盲,不适用
410572502,410572,初中,小学
410572551,410572,初中,小学
410572104,410572,文盲/半文盲,小学
410572582,410572,不适用,不适用
410572581,410572,不适用,不适用
410572102,410572,小学,小学
410572101,410572,不知道,不知道
410572501,410572,不适用,不适用
410572103,410572,文盲/半文盲,小学
410573552,410573,大专,大专
410573601,410573,大专,大专
410573102,410573,不适用,小学
410573104,410573,高中,文盲/半文盲
410573551,410573,不适用,不适用
410573101,410573,不适用,小学
410574101,410574,不适用,不适用
410574104,410574,文盲/半文盲,文盲/半文盲
410574106,410574,初中,初中
410574107,410574,初中,初中
410574102,410574,不适用,不适用
410574105,410574,初中,不适用
410574103,410574,文盲/半文盲,文盲/半文盲
410575101,410575,初中,初中
410575102,410575,初中,初中
410575104,410575,文盲/半文盲,文盲/半文盲
410575103,410575,不知道,不知道
410576107,410576,初中,初中
410576105,410576,初中,初中
410576106,410576,初中,初中
410576102,410576,不适用,不适用
410576101,410576,初中,文盲/半文盲
410577431,410577,高中,不适用
410577105,410577,初中,初中
410577104,410577,不知道,不适用
410577103,410577,高中,不适用
410577101,410577,不适用,不适用
410579104,410579,初中,小学
410579102,410579,文盲/半文盲,文盲/半文盲
410579101,410579,不适用,文盲/半文盲
410580551,410580,小学,不适用
410580581,410580,不适用,文盲/半文盲
410580102,410580,不适用,不适用
410581103,410581,小学,文盲/半文盲
410581102,410581,不适用,不适用
410581101,410581,不适用,不适用
410582551,410582,不适用,不适用
410582105,410582,小学,小学
410582106,410582,文盲/半文盲,文盲/半文盲
410582107,410582,文盲/半文盲,文盲/半文盲
410582601,410582,文盲/半文盲,文盲/半文盲
410582102,410582,不适用,不适用
410582101,410582,不适用,不适用
410582104,410582,不知道,不适用
410582103,410582,小学,小学
410584621,410584,大专,不适用
410584104,410584,初中,小学
410584103,410584,初中,小学
410584102,410584,不适用,不适用
410584101,410584,不适用,初中
410585502,410585,高中,初中
410585551,410585,高中,初中
410585501,410585,不适用,不适用
410585102,410585,不适用,文盲/半文盲
410585101,410585,不适用,文盲/半文盲
410586401,410586,小学,初中
410586501,410586,小学,初中
410586601,410586,小学,初中
410586431,410586,不适用,不适用
410586103,410586,不适用,不适用
410586101,410586,不适用,不适用
410587401,410587,高中,初中
410587551,410587,高中,初中
410587103,410587,不适用,不适用
410587102,410587,不适用,文盲/半文盲
410587101,410587,不适用,不适用
410589103,410589,初中,初中
410589401,410589,初中,初中
410589202,410589,不适用,不适用
410589102,410589,小学,文盲/半文盲
410589101,410589,不适用,文盲/半文盲
410591103,410591,文盲/半文盲,小学
410591104,410591,文盲/半文盲,小学
410591202,410591,不适用,不适用
410591201,410591,不适用,不适用
410591102,410591,不适用,文盲/半文盲
410591101,410591,文盲/半文盲,文盲/半文盲
410592105,410592,初中,文盲/半文盲
410592104,410592,初中,文盲/半文盲
410592102,410592,初中,不适用
410592101,410592,文盲/半文盲,文盲/半文盲
410592103,410592,不适用,不适用
410595103,410595,高中,初中
410595101,410595,不适用,文盲/半文盲
410595102,410595,小学,文盲/半文盲
410610101,410610,不适用,不适用
410610102,410610,不适用,不适用
410613103,410613,高中,初中
410613104,410613,高中,初中
410613102,410613,不适用,不适用
410613101,410613,不适用,不适用
410616106,410616,小学,小学
410616101,410616,不适用,不适用
410616102,410616,不适用,不适用
410622571,410622,不适用,高中
410622102,410622,不适用,文盲/半文盲
410622101,410622,不适用,不适用
410622103,410622,小学,初中
410623103,410623,高中,初中
410623101,410623,初中,不适用
410623102,410623,小学,小学
410624103,410624,大学本科,大专
410624102,410624,小学,不适用
410624101,410624,小学,小学
410625102,410625,高中,高中
410628105,410628,高中,高中
410628104,410628,高中,高中
410628581,410628,不适用,不适用
410628103,410628,小学,初中
410628102,410628,初中,文盲/半文盲
410628431,410628,不适用,不适用
410628101,410628,小学,不适用
410629401,410629,硕士,大学本科
410629621,410629,硕士,大学本科
410629102,410629,不适用,不适用
410629101,410629,大专,小学
410629501,410629,不适用,不适用
410629103,410629,大专,初中
410630103,410630,高中,大专
410630102,410630,小学,小学
410630101,410630,小学,小学
410631103,410631,初中,高中
410631104,410631,初中,高中
410631102,410631,不适用,文盲/半文盲
410631101,410631,不适用,不适用
410633103,410633,大学本科,不适用
410633101,410633,大专,初中
410636401,410636,大学本科,大专
410636431,410636,初中,不适用
410636101,410636,高中,初中
410636432,410636,不适用,不适用
410637106,410637,大专,初中
410637105,410637,大专,初中
410637107,410637,不适用,不适用
410637102,410637,不适用,不适用
410637104,410637,不知道,文盲/半文盲
410637103,410637,不适用,不适用
410639105,410639,高中,大学本科
410639401,410639,高中,大学本科
410639104,410639,初中,小学
410639101,410639,初中,初中
410639102,410639,不适用,不适用
410639103,410639,不适用,不适用
410640102,410640,不适用,不适用
410640101,410640,不适用,不适用
410643101,410643,初中,小学
410643401,410643,初中,小学
410643103,410643,不适用,不适用
410643102,410643,不适用,不知道
410644103,410644,大学本科,高中
410644102,410644,文盲/半文盲,不适用
410644101,410644,不适用,不适用
410645501,410645,高中,高中
410645601,410645,高中,高中
410645103,410645,高中,高中
410645101,410645,高中,高中
410645431,410645,不适用,不适用
410645102,410645,高中,初中
410646102,410646,初中,文盲/半文盲
410646101,410646,不适用,初中
410647601,410647,大学本科,大学本科
410647104,410647,初中,初中
410647551,410647,不适用,不适用
410647103,410647,初中,初中
410647102,410647,不适用,文盲/半文盲
410647101,410647,不适用,小学
410648551,410648,高中,不适用
410648581,410648,高中,文盲/半文盲
410648102,410648,不适用,不适用
410648101,410648,不适用,不适用
410649621,410649,不适用,大专
410649102,410649,不适用,不适用
410649101,410649,不适用,不适用
410649103,410649,高中,小学
410650501,410650,初中,高中
410650109,410650,初中,高中
410650107,410650,文盲/半文盲,文盲/半文盲
410650104,410650,文盲/半文盲,小学
410650102,410650,不适用,不适用
410650101,410650,不适用,不适用
410651102,410651,不适用,不适用
410651101,410651,不适用,不适用
410652501,410652,高中,初中
410652104,410652,高中,初中
410652101,410652,不适用,不适用
410652103,410652,文盲/半文盲,文盲/半文盲
410652102,410652,不适用,小学
410653102,410653,不适用,初中
410653101,410653,不适用,不适用
410654101,410654,不适用,不适用
410655104,410655,初中,初中
410655601,410655,初中,初中
410655105,410655,不适用,不适用
410655101,410655,不适用,不适用
410655103,410655,文盲/半文盲,文盲/半文盲
410655102,410655,初中,文盲/半文盲
410656110,410656,高中,高中
410656111,410656,高中,高中
410656107,410656,小学,小学
410656104,410656,不适用,文盲/半文盲
410656106,410656,小学,小学
410656103,410656,不适用,文盲/半文盲
410656102,410656,不适用,不适用
410658103,410658,高中,高中
410658102,410658,不适用,文盲/半文盲
410658101,410658,小学,小学
410660103,410660,初中,高中
410660102,410660,高中,文盲/半文盲
410660101,410660,文盲/半文盲,不适用
410663107,410663,高中,初中
410663103,410663,不适用,不适用
410663104,410663,不适用,文盲/半文盲
410663101,410663,不适用,不适用
410671103,410671,大专,大学本科
410671102,410671,高中,高中
410671101,410671,初中,小学
410672601,410672,不适用,高中
410672431,410672,初中,高中
410672101,410672,不适用,不适用
410672102,410672,不适用,高中
410674621,410674,不适用,高中
410674622,410674,不适用,高中
410674102,410674,不适用,不适用
410674101,410674,不适用,不适用
410674103,410674,初中,初中
410676103,410676,大学本科,初中
410676102,410676,不适用,不适用
410676101,410676,小学,文盲/半文盲
410678104,410678,初中,文盲/半文盲
410678102,410678,小学,小学
410678101,410678,初中,小学
410679104,410679,高中,大专
410679103,410679,不适用,不适用
410679101,410679,不适用,不适用
410680104,410680,小学,小学
410680102,410680,文盲/半文盲,文盲/半文盲
410680101,410680,不适用,文盲/半文盲
410687501,410687,高中,初中
410687103,410687,不适用,不适用
410687101,410687,不适用,不适用
410689107,410689,初中,小学
410689501,410689,初中,小学
410689601,410689,高中,高中
410689104,410689,高中,高中
410689551,410689,不适用,不适用
410689105,410689,高中,高中
410689106,410689,不知道,不知道
410689103,410689,高中,高中
410689102,410689,不适用,不适用
410689101,410689,不适用,不适用
410691103,410691,大学本科,大专
410691102,410691,不适用,不适用
410691101,410691,小学,文盲/半文盲
410692531,410692,不适用,文盲/半文盲
410692101,410692,不适用,文盲/半文盲
410692102,410692,不适用,不适用
410693401,410693,小学,高中
410693501,410693,小学,高中
410693102,410693,不适用,不知道
410693103,410693,小学,初中
410693101,410693,不适用,小学
410694106,410694,高中,高中
410694401,410694,高中,高中
410694501,410694,高中,高中
410694102,410694,不适用,不适用
410694101,410694,不适用,不适用
410694104,410694,不知道,不适用
410694103,410694,小学,初中
410695105,410695,高中,文盲/半文盲
410695102,410695,文盲/半文盲,不适用
410695101,410695,不适用,不适用
410696103,410696,初中,文盲/半文盲
410696102,410696,不适用,不适用
410696101,410696,不适用,文盲/半文盲
410704103,410704,大专,大专
410704102,410704,高中,小学
410704101,410704,小学,高中
410705104,410705,高中,初中
410705102,410705,高中,初中
410705101,410705,不适用,不适用
410706104,410706,高中,文盲/半文盲
410706103,410706,高中,文盲/半文盲
410706102,410706,不适用,文盲/半文盲
410706101,410706,小学,小学
410709105,410709,不适用,不适用
410709104,410709,高中,初中
410709431,410709,高中,初中
410709432,410709,不适用,小学
410709433,410709,不适用,小学
410709102,410709,不适用,不适用
410709101,410709,小学,不适用
410710602,410710,小学,大专
410710102,410710,不适用,不适用
410710101,410710,不适用,不适用
410710601,410710,不适用,不适用
410710104,410710,初中,文盲/半文盲
410711106,410711,小学,小学
410711107,410711,小学,小学
410711105,410711,初中,初中
410711103,410711,不适用,不适用
410711102,410711,不适用,不适用
410711104,410711,初中,初中
410711101,410711,初中,小学
410713102,410713,不适用,不适用
410713101,410713,小学,文盲/半文盲
410715107,410715,不适用,高中
410715401,410715,大专,大专
410715402,410715,大专,大专
410715501,410715,高中,大专
410715551,410715,高中,大专
410715102,410715,不适用,不适用
410715103,410715,不适用,不适用
410715101,410715,不适用,高中
410715106,410715,不适用,不适用
410715104,410715,小学,高中
410715431,410715,不适用,不适用
410715105,410715,小学,高中
410717106,410717,小学,高中
410717107,410717,小学,高中
410717102,410717,不适用,不适用
410717103,410717,不适用,文盲/半文盲
410717101,410717,不知道,不知道
410717105,410717,初中,初中
410717104,410717,初中,文盲/半文盲
410718104,410718,小学,文盲/半文盲
410718103,410718,小学,文盲/半文盲
410718102,410718,不知道,小学
410721107,410721,初中,初中
410721401,410721,小学,小学
410721501,410721,小学,小学
410721104,410721,不适用,不适用
410721103,410721,文盲/半文盲,文盲/半文盲
410721102,410721,不适用,不适用
410721106,410721,不适用,不适用
410721101,410721,不适用,不适用
410722401,410722,初中,不适用
410722402,410722,初中,不适用
410722106,410722,文盲/半文盲,文盲/半文盲
410722104,410722,文盲/半文盲,文盲/半文盲
410722103,410722,文盲/半文盲,文盲/半文盲
410722102,410722,不适用,不适用
410722101,410722,不适用,不适用
410723501,410723,小学,不适用
410723105,410723,文盲/半文盲,文盲/半文盲
410723106,410723,文盲/半文盲,文盲/半文盲
410723104,410723,小学,小学
410723103,410723,小学,小学
410723107,410723,文盲/半文盲,文盲/半文盲
410723102,410723,不适用,不适用
410723101,410723,文盲/半文盲,文盲/半文盲
410724551,410724,高中,初中
410724552,410724,高中,初中
410724431,410724,不适用,初中
410724108,410724,不适用,初中
410724104,410724,不适用,不适用
410724101,410724,不知道,初中
410726621,410726,初中,不适用
410726104,410726,不适用,不适用
410726103,410726,小学,文盲/半文盲
410726105,410726,初中,初中
410726101,410726,不适用,不适用
410726102,410726,不适用,不适用
410729104,410729,初中,文盲/半文盲
410729102,410729,不适用,不适用
410729101,410729,不适用,小学
410731105,410731,小学,初中
410731106,410731,小学,初中
410731102,410731,不适用,不适用
410731101,410731,不适用,不适用
410731104,410731,不适用,不适用
410731103,410731,初中,小学
410732501,410732,初中,初中
410732102,410732,不适用,不适用
410732551,410732,不适用,不适用
410732105,410732,小学,小学
410732531,410732,不适用,不适用
410732104,410732,小学,小学
410732103,410732,不适用,文盲/半文盲
410732101,410732,不适用,文盲/半文盲
410733108,410733,初中,高中
410733401,410733,初中,高中
410733553,410733,初中,高中
410733107,410733,初中,初中
410733551,410733,初中,初中
410733552,410733,不适用,高中
410733101,410733,不适用,不适用
410733106,410733,初中,不适用
410733104,410733,初中,文盲/半文盲
410733102,410733,不适用,不适用
410733105,410733,不适用,不适用
410733103,410733,初中,文盲/半文盲
410734105,410734,初中,小学
410734102,410734,不适用,不适用
410734101,410734,不适用,不适用
410735108,410735,初中,小学
410735109,410735,初中,小学
410735110,410735,初中,初中
410735501,410735,初中,初中
410735107,410735,初中,小学
410735102,410735,不适用,不知道
410735101,410735,不适用,不适用
410736107,410736,高中,初中
410736401,410736,高中,初中
410736108,410736,初中,小学
410736402,410736,初中,小学
410736102,410736,不适用,不适用
410736101,410736,不适用,不适用
410736106,410736,初中,不适用
410736104,410736,初中,初中
410737104,410737,高中,小学
410737502,410737,高中,小学
410737551,410737,初中,初中
410737601,410737,初中,初中
410737102,410737,不知道,不适用
410737101,410737,不适用,不适用
410737501,410737,不适用,不适用
410737103,410737,高中,小学
410739103,410739,初中,小学
410739102,410739,不适用,小学
410739101,410739,初中,小学
410740105,410740,初中,初中
410740621,410740,初中,初中
410740431,410740,初中,小学
410740102,410740,不适用,不适用
410740101,410740,不适用,不适用
410740104,410740,不适用,不适用
410740103,410740,初中,初中
410742551,410742,不适用,不适用
410742105,410742,初中,小学
410742106,410742,初中,小学
410742501,410742,初中,小学
410742101,410742,不适用,不适用
410742102,410742,不适用,不适用
410745551,410745,高中,高中
410745101,410745,文盲/半文盲,文盲/半文盲
410745102,410745,不适用,文盲/半文盲
410746104,410746,文盲/半文盲,初中
410746103,410746,文盲/半文盲,初中
410746102,410746,不适用,不适用
410746101,410746,文盲/半文盲,小学
410747401,410747,高中,小学
410747501,410747,高中,小学
410747502,410747,高中,小学
410747101,410747,不适用,不适用
410747102,410747,不适用,不适用
410747431,410747,不适用,不适用
410747103,410747,小学,文盲/半文盲
410749105,410749,初中,初中
410749501,410749,初中,初中
410749106,410749,初中,初中
410749102,410749,不适用,不适用
410749101,410749,不适用,不适用
410751101,410751,高中,小学
410753104,410753,小学,小学
410753103,410753,小学,小学
410753102,410753,文盲/半文盲,不适用
410753101,410753,不适用,不适用
410755105,410755,大专,大专
410755104,410755,初中,初中
410755103,410755,高中,初中
410755102,410755,小学,文盲/半文盲
410755101,410755,不适用,不适用
410756103,410756,小学,小学
410756501,410756,小学,小学
410756102,410756,小学,小学
410756101,410756,小学,不适用
410757104,410757,初中,小学
410757431,410757,初中,小学
410757531,410757,不适用,不适用
410757101,410757,初中,文盲/半文盲
410757102,410757,文盲/半文盲,小学
410758401,410758,大专,初中
410758501,410758,大专,初中
410758102,410758,不适用,文盲/半文盲
410758101,410758,不适用,文盲/半文盲
410758105,410758,不适用,不适用
410758104,410758,文盲/半文盲,小学
410760106,410760,初中,小学
410760105,410760,初中,小学
410760104,410760,小学,小学
410760103,410760,小学,小学
410760102,410760,不适用,不适用
410760101,410760,不适用,不适用
410761104,410761,初中,初中
410761102,410761,小学,文盲/半文盲
410761101,410761,文盲/半文盲,文盲/半文盲
410762103,410762,文盲/半文盲,小学
410762104,410762,文盲/半文盲,小学
410762102,410762,小学,文盲/半文盲
410762101,410762,不适用,文盲/半文盲
410763102,410763,不适用,文盲/半文盲
410763101,410763,不知道,不知道
410763531,410763,不适用,不适用
410764431,410764,小学,初中
410764501,410764,小学,初中
410764551,410764,小学,初中
410764102,410764,高中,不适用
410764101,410764,初中,初中
410765103,410765,文盲/半文盲,小学
410765102,410765,不适用,文盲/半文盲
410765101,410765,不适用,不适用
410767104,410767,初中,初中
410767102,410767,小学,小学
410767101,410767,初中,不知道
410769103,410769,初中,初中
410769102,410769,不适用,小学
410769101,410769,文盲/半文盲,文盲/半文盲
410770104,410770,初中,小学
410770103,410770,初中,小学
410770102,410770,大专,文盲/半文盲
410770101,410770,初中,文盲/半文盲
410771503,410771,高中,大专
410771504,410771,高中,大专
410771601,410771,高中,大专
410771501,410771,不适用,不适用
410771103,410771,文盲/半文盲,文盲/半文盲
410771104,410771,文盲/半文盲,文盲/半文盲
410771502,410771,不适用,不适用
410771102,410771,不适用,不适用
410771101,410771,不适用,不适用
410773105,410773,小学,小学
410773106,410773,小学,小学
410773103,410773,不适用,不适用
410773102,410773,不适用,不适用
410773104,410773,小学,小学
410773101,410773,文盲/半文盲,文盲/半文盲
410774501,410774,初中,初中
410774601,410774,初中,初中
410774104,410774,初中,文盲/半文盲
410774102,410774,不适用,不适用
410774101,410774,不适用,不适用
410774431,410774,不适用,不适用
410774103,410774,初中,文盲/半文盲
410778104,410778,初中,小学
410778103,410778,初中,小学
410778102,410778,初中,小学
410778101,410778,初中,不适用
410779105,410779,小学,文盲/半文盲
410779106,410779,小学,文盲/半文盲
410779104,410779,不知道,文盲/半文盲
410779103,410779,文盲/半文盲,文盲/半文盲
410779102,410779,不适用,文盲/半文盲
410779101,410779,不适用,不适用
410784103,410784,文盲/半文盲,文盲/半文盲
410784102,410784,文盲/半文盲,文盲/半文盲
410784101,410784,文盲/半文盲,文盲/半文盲
410785601,410785,初中,不适用
410785602,410785,初中,不适用
410785105,410785,初中,初中
410785104,410785,不知道,不知道
410785102,410785,不适用,不适用
410785101,410785,不适用,不适用
410785103,410785,高中,小学
410786106,410786,初中,初中
410786105,410786,初中,初中
410786102,410786,不适用,不适用
410786101,410786,不适用,不适用
410786104,410786,不适用,不适用
410786103,410786,文盲/半文盲,小学
410787103,410787,文盲/半文盲,文盲/半文盲
410787104,410787,文盲/半文盲,文盲/半文盲
410787105,410787,文盲/半文盲,文盲/半文盲
410787431,410787,文盲/半文盲,文盲/半文盲
410787101,410787,不适用,文盲/半文盲
410787102,410787,小学,文盲/半文盲
410788105,410788,小学,初中
410788106,410788,小学,初中
410788601,410788,不适用,初中
410788104,410788,小学,不适用
410788103,410788,小学,文盲/半文盲
410788102,410788,不适用,不适用
410788101,410788,不适用,不适用
410791106,410791,初中,初中
410791107,410791,初中,初中
410791108,410791,初中,初中
410791552,410791,大专,大学本科
410791551,410791,不适用,不适用
410791105,410791,初中,小学
410791102,410791,不适用,不适用
410791101,410791,文盲/半文盲,文盲/半文盲
410792106,410792,小学,初中
410792601,410792,小学,初中
410792102,410792,不适用,不适用
410792105,410792,不知道,不适用
410792103,410792,不适用,不适用
410792101,410792,不适用,不适用
129339502,410793,大专,大专
410793102,410793,小学,文盲/半文盲
410793101,410793,小学,文盲/半文盲
410794101,410794,不适用,不适用
410794102,410794,不适用,不适用
410795102,410795,不适用,不适用
410795101,410795,不适用,不适用
410796501,410796,高中,高中
410796102,410796,不适用,不适用
410796101,410796,不适用,不适用
410797106,410797,初中,初中
410797521,410797,初中,初中
410797103,410797,小学,文盲/半文盲
410797102,410797,不适用,不适用
410797101,410797,不适用,不适用
410797105,410797,不适用,不适用
410797104,410797,小学,文盲/半文盲
410798501,410798,初中,初中
410798621,410798,初中,初中
410798102,410798,不适用,不适用
410798101,410798,不适用,文盲/半文盲
410798431,410798,不适用,不适用
410798103,410798,初中,文盲/半文盲
410799502,410799,小学,小学
410799501,410799,不适用,不适用
410799103,410799,小学,小学
410799102,410799,不适用,文盲/半文盲
410799101,410799,不适用,小学
410801105,410801,初中,文盲/半文盲
410801106,410801,初中,文盲/半文盲
410801621,410801,不适用,初中
410801104,410801,初中,文盲/半文盲
410801103,410801,不适用,不适用
410801102,410801,不适用,不适用
410803102,410803,不适用,文盲/半文盲
410803101,410803,不适用,不适用
410805103,410805,文盲/半文盲,文盲/半文盲
410805401,410805,文盲/半文盲,文盲/半文盲
410805551,410805,文盲/半文盲,文盲/半文盲
410805581,410805,不适用,不适用
410805102,410805,文盲/半文盲,小学
410805101,410805,不适用,小学
410807102,410807,不适用,不适用
410807101,410807,不适用,不适用
410809102,410809,文盲/半文盲,文盲/半文盲
410809101,410809,不适用,不适用
410810107,410810,初中,文盲/半文盲
410810602,410810,初中,初中
410810106,410810,初中,小学
410810109,410810,小学,初中
410810601,410810,不适用,不适用
410810105,410810,初中,小学
410810104,410810,小学,小学
410810103,410810,初中,文盲/半文盲
410810102,410810,不适用,不适用
410810101,410810,不适用,文盲/半文盲
410810108,410810,不适用,不适用
410811106,410811,初中,文盲/半文盲
410811105,410811,初中,文盲/半文盲
410811104,410811,文盲/半文盲,文盲/半文盲
410811101,410811,文盲/半文盲,文盲/半文盲
410811103,410811,不适用,不适用
410811102,410811,不适用,不适用
410812105,410812,高中,文盲/半文盲
410812106,410812,初中,小学
410812401,410812,初中,小学
410812107,410812,初中,文盲/半文盲
410812103,410812,高中,文盲/半文盲
410813102,410813,不适用,文盲/半文盲
410813101,410813,不适用,不适用
410814102,410814,不适用,不适用
410814101,410814,不适用,不适用
410815501,410815,高中,初中
410815551,410815,高中,初中
410815104,410815,大专,文盲/半文盲
410815431,410815,不适用,不适用
410815103,410815,大专,文盲/半文盲
410815102,410815,文盲/半文盲,文盲/半文盲
410815101,410815,不适用,不适用
410816105,410816,高中,小学
410816103,410816,高中,小学
410816104,410816,高中,小学
410816106,410816,不适用,不适用
410816102,410816,小学,小学
410816101,410816,小学,不适用
410818431,410818,文盲/半文盲,文盲/半文盲
410818432,410818,不适用,不适用
410818101,410818,不适用,不适用
410819401,410819,初中,初中
410819601,410819,初中,初中
410819402,410819,初中,小学
410819551,410819,初中,小学
410819102,410819,不适用,文盲/半文盲
410819105,410819,初中,小学
410819103,410819,不适用,文盲/半文盲
410819104,410819,初中,文盲/半文盲
410819101,410819,不适用,文盲/半文盲
410820106,410820,小学,文盲/半文盲
410820105,410820,小学,文盲/半文盲
410820107,410820,小学,初中
410820104,410820,不适用,不适用
410820102,410820,不适用,不适用
410820101,410820,不适用,文盲/半文盲
410821101,410821,不适用,文盲/半文盲
410821102,410821,文盲/半文盲,不适用
410822102,410822,不适用,不适用
410822101,410822,不适用,不适用
410823106,410823,文盲/半文盲,文盲/半文盲
410823103,410823,文盲/半文盲,文盲/半文盲
410823104,410823,文盲/半文盲,文盲/半文盲
410823105,410823,文盲/半文盲,文盲/半文盲
410823102,410823,不适用,不适用
410823101,410823,不适用,不适用
410824103,410824,文盲/半文盲,初中
410824434,410824,初中,大专
410824433,410824,初中,大专
410824432,410824,不适用,不适用
410824431,410824,文盲/半文盲,初中
410824102,410824,文盲/半文盲,文盲/半文盲
410824101,410824,不适用,不适用
410825103,410825,初中,文盲/半文盲
410825102,410825,不适用,不适用
410825101,410825,不适用,不适用
410826103,410826,文盲/半文盲,不适用
410826101,410826,不适用,不适用
410826102,410826,不适用,不适用
410827112,410827,高中,初中
410827107,410827,小学,小学
410827401,410827,高中,文盲/半文盲
410827114,410827,不适用,不适用
410827101,410827,不适用,文盲/半文盲
410827431,410827,不适用,不适用
410827104,410827,小学,文盲/半文盲
410827113,410827,不适用,不适用
410828102,410828,不适用,不适用
410829105,410829,小学,初中
410829106,410829,小学,初中
410829502,410829,小学,初中
410829551,410829,初中,初中
410829531,410829,初中,文盲/半文盲
410829501,410829,不适用,不适用
410829102,410829,不适用,小学
410829101,410829,文盲/半文盲,初中
410829104,410829,初中,初中
410829103,410829,初中,文盲/半文盲
410830112,410830,初中,初中
410830113,410830,初中,初中
410830501,410830,初中,初中
410830111,410830,初中,初中
